(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
(0,2, 0,0, 0,2, 1,0),(112,7, 63,5, -4,8)
